index,train_id,stop_sequence,from,from_id,to,to_id,delay_minutes,status,line,type,scheduled_date,scheduled_time,actual_date,actual_time,week_day
2621736,6648,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-27,15:24:00,2018-09-27,15:23:00,Thu
2621778,6670,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-27,20:27:00,2018-09-27,20:26:00,Thu
2621938,6614,10.0,Newark Broad Street,106.0,New York Penn Station,105.0,21.0,estimated,Morristown Line,NJ Transit,2018-09-27,08:05:00,2018-09-27,08:26:00,Thu
2622264,6676,17.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-27,23:02:00,2018-09-27,23:01:00,Thu
2622285,6640,17.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-27,13:27:00,2018-09-27,13:27:00,Thu
2623457,6332,10.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,8.0,estimated,Morristown Line,NJ Transit,2018-09-27,11:19:00,2018-09-27,11:27:00,Thu
2624700,6332,10.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-28,11:19:00,2018-09-28,11:19:00,Fri
2624763,6624,14.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,3.0,estimated,Morristown Line,NJ Transit,2018-09-28,09:31:00,2018-09-28,09:34:00,Fri
2624943,6612,12.0,Maplewood,81.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-28,07:32:00,2018-09-28,07:31:00,Fri
2625063,6648,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-28,15:24:00,2018-09-28,15:23:00,Fri
2625180,6670,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-28,20:27:00,2018-09-28,20:26:00,Fri
2625368,6614,10.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-28,08:05:00,2018-09-28,08:05:00,Fri
