level_0,index,train_id,stop_sequence,from,from_id,to,to_id,delay_minutes,status,line,type,scheduled_date,scheduled_time,actual_date,actual_time,week_day
284968,321389,6210,11.0,Watsessing Avenue,154.0,New York Penn Station,105.0,28.0,estimated,Montclair-Boonton,NJ Transit,2019-02-12,08:20:00,2019-02-12,08:48:00,Tue
285043,321477,6226,13.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,19.0,estimated,Montclair-Boonton,NJ Transit,2019-02-12,11:52:00,2019-02-12,12:11:00,Tue
285336,321803,6200,9.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Montclair-Boonton,NJ Transit,2019-02-12,05:32:00,2019-02-12,05:31:00,Tue
285377,321848,6238,13.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Montclair-Boonton,NJ Transit,2019-02-12,14:49:00,2019-02-12,14:48:00,Tue
285696,322227,6252,11.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Montclair-Boonton,NJ Transit,2019-02-12,17:57:00,2019-02-12,17:56:00,Tue
285742,322277,6264,13.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Montclair-Boonton,NJ Transit,2019-02-12,20:16:00,2019-02-12,20:15:00,Tue
285957,322497,6230,13.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Montclair-Boonton,NJ Transit,2019-02-12,12:44:00,2019-02-12,12:43:00,Tue
286093,322659,6206,12.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Montclair-Boonton,NJ Transit,2019-02-12,07:40:00,2019-02-12,07:39:00,Tue
288496,325645,6248,13.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Montclair-Boonton,NJ Transit,2019-02-12,17:10:00,2019-02-12,17:09:00,Tue
288601,325750,6214,12.0,Newark Broad Street,106.0,New York Penn Station,105.0,35.0,estimated,Montclair-Boonton,NJ Transit,2019-02-12,08:59:00,2019-02-12,09:34:00,Tue
288756,325949,6222,13.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,71.0,estimated,Montclair-Boonton,NJ Transit,2019-02-12,10:56:00,2019-02-12,12:07:00,Tue
288880,326077,6278,11.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Montclair-Boonton,NJ Transit,2019-02-12,23:16:00,2019-02-12,23:15:00,Tue
290064,327395,6258,13.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Montclair-Boonton,NJ Transit,2019-02-13,19:03:00,2019-02-13,19:01:00,Wed
290450,327816,6202,13.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Montclair-Boonton,NJ Transit,2019-02-13,06:04:00,2019-02-13,06:03:00,Wed
290556,327922,6234,13.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Montclair-Boonton,NJ Transit,2019-02-13,13:42:00,2019-02-13,13:42:00,Wed
290985,328430,6204,12.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,1.0,estimated,Montclair-Boonton,NJ Transit,2019-02-13,06:46:00,2019-02-13,06:47:00,Wed
291029,328474,6226,13.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Montclair-Boonton,NJ Transit,2019-02-13,11:52:00,2019-02-13,11:51:00,Wed
291081,328546,6210,11.0,Watsessing Avenue,154.0,New York Penn Station,105.0,9.0,estimated,Montclair-Boonton,NJ Transit,2019-02-13,08:20:00,2019-02-13,08:29:00,Wed
291387,328882,6216,13.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,3.0,estimated,Montclair-Boonton,NJ Transit,2019-02-13,09:50:00,2019-02-13,09:53:00,Wed
291605,329125,6274,13.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Montclair-Boonton,NJ Transit,2019-02-13,22:05:00,2019-02-13,22:04:00,Wed
291616,329143,6280,11.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,7.0,estimated,Montclair-Boonton,NJ Transit,2019-02-14,00:04:00,2019-02-14,00:11:00,Thu
291646,329183,6242,13.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Montclair-Boonton,NJ Transit,2019-02-13,15:48:00,2019-02-13,15:47:00,Wed
294083,331972,6206,12.0,Newark Broad Street,106.0,New York Penn Station,105.0,5.0,estimated,Montclair-Boonton,NJ Transit,2019-02-13,07:40:00,2019-02-13,07:45:00,Wed
294135,332025,6230,13.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Montclair-Boonton,NJ Transit,2019-02-13,12:44:00,2019-02-13,12:43:00,Wed
294437,332344,6264,13.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Montclair-Boonton,NJ Transit,2019-02-13,20:16:00,2019-02-13,20:15:00,Wed
