index,train_id,stop_sequence,from,from_id,to,to_id,delay_minutes,status,line,type,scheduled_date,scheduled_time,actual_date,actual_time,week_day
3612153,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,2.0,estimated,Gladstone Branch,NJ Transit,2018-11-23,08:11:00,2018-11-23,08:13:00,Fri
3613041,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,10.0,estimated,Gladstone Branch,NJ Transit,2018-11-23,07:28:00,2018-11-23,07:38:00,Fri
3627578,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2018-11-26,07:28:00,2018-11-26,07:27:00,Mon
3633598,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,5.0,estimated,Gladstone Branch,NJ Transit,2018-11-26,08:11:00,2018-11-26,08:16:00,Mon
3636260,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2018-11-27,07:28:00,2018-11-27,07:27:00,Tue
3644063,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,3.0,estimated,Gladstone Branch,NJ Transit,2018-11-27,08:11:00,2018-11-27,08:14:00,Tue
3645094,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,2.0,estimated,Gladstone Branch,NJ Transit,2018-11-28,08:11:00,2018-11-28,08:13:00,Wed
3653595,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2018-11-28,07:28:00,2018-11-28,07:28:00,Wed
3655497,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,3.0,estimated,Gladstone Branch,NJ Transit,2018-11-29,08:11:00,2018-11-29,08:14:00,Thu
3660891,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,1.0,estimated,Gladstone Branch,NJ Transit,2018-11-29,07:28:00,2018-11-29,07:29:00,Thu
3664499,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2018-11-30,07:28:00,2018-11-30,07:28:00,Fri
3670468,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,30.0,estimated,Gladstone Branch,NJ Transit,2018-11-30,08:11:00,2018-11-30,08:41:00,Fri
3678015,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,6.0,estimated,Gladstone Branch,NJ Transit,2020-01-02,08:11:00,2020-01-02,08:17:00,Thu
3686923,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2020-01-02,07:28:00,2020-01-02,07:27:00,Thu
3688974,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,2.0000000000000004,estimated,Gladstone Branch,NJ Transit,2020-01-03,08:11:00,2020-01-03,08:13:00,Fri
3694423,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2020-01-03,07:28:00,2020-01-03,07:27:00,Fri
3709824,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2020-01-06,07:28:00,2020-01-06,07:27:00,Mon
3711215,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,3.0,estimated,Gladstone Branch,NJ Transit,2020-01-06,08:11:00,2020-01-06,08:14:00,Mon
3718583,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,1.0000000000000002,estimated,Gladstone Branch,NJ Transit,2020-01-07,07:28:00,2020-01-07,07:29:00,Tue
3721734,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2020-01-07,08:11:00,2020-01-07,08:10:00,Tue
3727950,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,4.000000000000001,estimated,Gladstone Branch,NJ Transit,2020-01-08,08:11:00,2020-01-08,08:15:00,Wed
3731897,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2020-01-08,07:28:00,2020-01-08,07:27:00,Wed
3738681,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,1.0000000000000002,estimated,Gladstone Branch,NJ Transit,2020-01-09,08:11:00,2020-01-09,08:12:00,Thu
3739445,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,1.0000000000000002,estimated,Gladstone Branch,NJ Transit,2020-01-09,07:28:00,2020-01-09,07:29:00,Thu
3747444,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,26.0,estimated,Gladstone Branch,NJ Transit,2020-01-10,07:28:00,2020-01-10,07:54:00,Fri
3748363,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,8.000000000000002,estimated,Gladstone Branch,NJ Transit,2020-01-10,08:11:00,2020-01-10,08:19:00,Fri
3767469,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,3.0,estimated,Gladstone Branch,NJ Transit,2020-01-13,08:11:00,2020-01-13,08:14:00,Mon
